url,published,retrieved,title
https://www.wearetech.africa/en/fils-uk/brief/brief-simple/nigeria-s-mathesis-analytics-raises-funding-to-scale-ai-lending,2026-07-17,2026-07-19,"Nigeria’s Mathesis Analytics Raises Funding to Scale AI Lending"
https://itweb.africa/article/nigeria-central-bank-digitises-forex-oversight/KPNG878N9pYq4mwD,2026-07-17,2026-07-19,"Nigeria Central Bank digitises forex oversight"
https://www.wearetech.africa/fr/fils/actualites/telecom/orange-a-reconditionne-164-000-box-internet-en-2025-en-afrique-et-au-moyen-orient,2026-07-17,2026-07-19,"Orange a reconditionné 164 000 box Internet en 2025 en Afrique et au Moyen Orient"
https://techcabal.com/2026/07/17/meet-the-team-behind-skydd/,2026-07-17,2026-07-19,"Two women are leading a Nigerian leading insure-fintech — Meet the team behind Skydd"
https://www.connectingafrica.com/data-centers/telecom-egypt-cancels-helios-data-center-stake-sale,2026-07-17,2026-07-19,"Telecom Egypt cancels Helios data center stake sale"
https://techafricanews.com/2026/07/17/ucc-leads-national-push-against-digital-piracy-to-protect-creative-economy/,2026-07-17,2026-07-19,"UCC Leads National Push Against Digital Piracy to Protect Creative Economy"
https://techafricanews.com/2026/07/17/us-expands-cote-divoire-tech-footprint-with-starlink-approval-and-170m-data-centre-project/,2026-07-17,2026-07-19,"US Expands Côte d'Ivoire Tech Footprint with Starlink Approval and $170m Data Centre Project"
https://www.telecomreviewafrica.com/articles/telecom-operators/28991-vodacom-partners-with-itu-to-advance-digital-inclusion-across-africa/,2026-07-17,2026-07-19,"Vodacom Partners with ITU to Advance Digital Inclusion Across Africa"
https://subtelforum.com/watra-urges-regional-subsea-resilience-plan/,2026-07-17,2026-07-19,"WATRA Calls for Stronger Regional Cooperation on Submarine Cable Resilience"
https://techafricanews.com/2026/07/17/zambia-eyes-ai-leadership-following-global-robotics-challenge-milestone/,2026-07-17,2026-07-19,"Zambia Eyes AI Leadership Following Global Robotics Challenge Milestone"
https://www.telecomreviewafrica.com/articles/general-news/28992-zambia-launches-govlink-private-4g-to-power-digital-government-and-healthcare-services/,2026-07-17,2026-07-19,"Zambia Launches GovLink Private 4G to Power Digital Government and Healthcare Services"
https://techafricanews.com/2026/07/17/zambia-revenue-authority-signs-ictd-deal-to-advance-digital-tax-reforms/,2026-07-17,2026-07-19,"Zambia Revenue Authority Signs ICTD Deal to Advance Digital Tax Reforms"
https://www.wearetech.africa/fr/fils/actualites/telecom/connectivite-gouvernementale-la-zambie-lance-un-reseau-4g-prive,2026-07-17,2026-07-19,"Connectivité gouvernementale : la Zambie lance un réseau 4G privé"
https://techcabal.com/2026/07/17/the-young-kenyan-engineer-who-thinks-robots-belong-in-every-classroom/,2026-07-17,2026-07-19,"The young Kenyan engineer who thinks robots belong in every classroom"
https://techafricanews.com/2026/07/17/zimbabwe-unveils-digital-roadmap-to-accelerate-msme-growth/,2026-07-17,2026-07-19,"Zimbabwe Unveils Digital Roadmap to Accelerate MSME Growth"
https://techcabal.com/2026/07/18/gocab-yango/,2026-07-18,2026-07-19,"GoCab deploys 100 electric vehicles in Abidjan as part of Yango's fleet"
https://techcabal.com/2026/07/18/ness-2026-charts-new-course-for-leading-funding-and-equipping-nigerian-schools/,2026-07-18,2026-07-19,"NESS 2026 charts new course for leading, funding and equipping Nigerian schools"
https://techcabal.com/2026/07/18/their-parents-lost-fortunes-theyre-buying-nigerian-stocks-anyway/,2026-07-18,2026-07-19,"Their parents lost fortunes. They're buying Nigerian stocks anyway."
https://techafricanews.com/2026/07/17/truecaller-reports-lower-q2-sales-signals-recovery-across-core-businesses/,2026-07-17,2026-07-19,"Truecaller Reports Lower Q2 Sales, Signals Recovery Across Core Businesses"
https://techafricanews.com/2026/07/17/kcb-and-epuremotion-expand-electric-mobility-with-nairobi-psv-charging-station/,2026-07-17,2026-07-19,"KCB and ePureMotion Expand Electric Mobility with Nairobi PSV Charging Station"
https://techcabal.com/2026/07/17/quick-fire-%f0%9f%94%a5-with-helina-bischoff/,2026-07-17,2026-07-19,"Quick Fire with Helina Bischoff"
https://techcabal.com/2026/07/17/iron-capital-named-nigerias-best-investment-bank-for-financing-solutions-at-the-2026-euromoney-awards/,2026-07-17,2026-07-19,"Iron Capital named Nigeria's best investment bank for financing solutions at the 2026 Euromoney Awards"
https://www.wearetech.africa/fr/fils/tech-stars/avec-qantev-le-marocain-tarik-dadi-traque-la-fraude-a-l-assurance-sante,2026-07-17,2026-07-19,"Avec Qantev, le Marocain Tarik Dadi traque la fraude a l'assurance sante"
https://www.wearetech.africa/en/fils-uk/brief/brief-simple/senegal-yango-expands-into-corporate-mobility,2026-07-17,2026-07-19,"Senegal: Yango Expands Into Corporate Mobility"
https://itweb.africa/article/malawi-enforces-telecom-tariff-compliance/KBpdg7pmGgaMLEew,2026-07-17,2026-07-19,"Malawi enforces telecom tariff compliance"
https://itweb.africa/article/airtel-money-zambia-appoints-new-md/raYAyqorWJBMJ38N,2026-07-17,2026-07-19,"Airtel Money Zambia appoints new MD"
https://itweb.africa/article/malawi-university-deploys-ai-fertigation-technology/dgp45vaB8W57X9l8,2026-07-17,2026-07-19,"Malawi university deploys AI fertigation technology"
https://itweb.africa/article/africas-cloud-infrastructure-gets-resilience-boost/P3gQ2MGAoJ4vnRD1,2026-07-20,2026-07-20,"Africa’s cloud infrastructure gets resilience boost"
https://www.wearetech.africa/fr/fils/actualites/tech/lalgerie-durcit-les-regles-de-publication-des-images-sur-les-plateformes-numeriques,2026-07-20,2026-07-20,"L'Algérie durcit les règles de publication des images sur les plateformes numériques"
https://techafricanews.com/2026/07/20/busha-business-and-tether-partner-to-expand-stablecoin-infrastructure-for-african-businesses/,2026-07-20,2026-07-20,"Busha Business and Tether Partner to Expand Stablecoin Infrastructure for African Businesses"
https://techafricanews.com/2026/07/20/cassava-technologies-boosts-ai-ready-cloud-infrastructure-in-africa/,2026-07-20,2026-07-20,"Cassava Technologies Boosts AI-Ready Cloud Infrastructure in Africa"
https://techcabal.com/2026/07/20/nigerias-central-bank-is-rewriting-the-rules-for-fintech-growth/,2026-07-20,2026-07-20,"Nigeria's central bank is rewriting the rules for fintech growth"
https://www.biometricupdate.com/202607/mandatory-biometric-verification-for-ghana-card-holders-takes-effect,2026-07-20,2026-07-20,"Mandatory biometric verification for Ghana Card holders takes effect"
https://techafricanews.com/2026/07/20/helios-towers-plans-150-million-investment-to-expand-senegals-digital-infrastructure/,2026-07-20,2026-07-20,"Helios Towers Plans $150 Million Investment to Expand Senegal's Digital Infrastructure"
https://itweb.africa/article/iidentifii-appoints-marco-wagener-as-ceo/DZQ587V83lBqzXy2,2026-07-20,2026-07-20,"iiDENTIFii appoints Marco Wagener as CEO"
https://www.itweb.co.za/article/smart-city-vision-takes-shape-for-joburg/o1Jr5MxP4xJMKdWL,2026-07-20,2026-07-20,"Smart city vision takes shape for Joburg"
https://techafricanews.com/2026/07/20/kenya-launches-117th-jitume-digital-hub-to-expand-digital-access-in-baringo-county/,2026-07-20,2026-07-20,"Kenya Launches 117th Jitume Digital Hub to Expand Digital Access in Baringo County"
https://itweb.africa/article/kenya-restores-presidential-website-after-cyber-attack/Gb3Bw7WadxLq2k6V,2026-07-20,2026-07-20,"Kenya restores presidential website after cyber attack"
https://techcabal.com/2026/07/20/launch-africa-h1-2026/,2026-07-20,2026-07-20,"Why Launch Africa keeps writing early-stage cheques despite market slowdown"
https://www.wearetech.africa/fr/fils/breves/breves-simple/numerique-le-liberia-organise-son-sommet-de-la-technologie-a-monrovia,2026-07-20,2026-07-20,"Numérique : le Liberia organise son sommet de la technologie à Monrovia"
https://itweb.africa/article/malawi-seeks-new-telecom-competition/rW1xLv5n1Xb7Rk6m,2026-07-20,2026-07-20,"Malawi seeks new telecom competition"
https://www.wearetech.africa/fr/fils/actualites/tech/intelligence-artificielle-le-maroc-renforce-son-ecosysteme-avec-lappui-de-capgemini,2026-07-20,2026-07-20,"Intelligence artificielle : le Maroc renforce son écosystème avec l'appui de Capgemini"
https://techafricanews.com/2026/07/20/master-power-technologies-opens-r50-million-customer-experience-centre-in-south-africa/,2026-07-20,2026-07-20,"Master Power Technologies Opens R50 Million Customer Experience Centre in South Africa"
https://www.biometricupdate.com/202607/niger-joins-regional-biometric-passport-initiative-with-burkina-faso-mali,2026-07-20,2026-07-20,"Niger joins regional biometric passport initiative with Burkina Faso, Mali"
https://techafricanews.com/2026/07/20/nigeria-launches-coordinated-regulatory-framework-for-virtual-assets/,2026-07-20,2026-07-20,"Nigeria Launches Coordinated Regulatory Framework for Virtual Assets"
https://www.wearetech.africa/fr/fils/tech-stars/ridwan-oyenuga-connecte-les-nigerians-a-des-therapeutes-en-ligne,2026-07-20,2026-07-20,"Ridwan Oyenuga connecte les Nigérians à des thérapeutes en ligne"
https://www.itweb.co.za/article/sa-advocates-for-open-science/wbrpOMg2nal7DLZn,2026-07-20,2026-07-20,"SA advocates for open science"
https://techcabal.com/2026/07/20/safaricom-financial-services-chief-esther-waititu-to-leave/,2026-07-20,2026-07-20,"Safaricom's financial services chief joins wave of senior executive exits"
https://www.itweb.co.za/article/sassa-dismisses-officials-linked-to-r33m-grant-fraud/kLgB17ezpPNM59N4,2026-07-20,2026-07-20,"SASSA dismisses officials linked to R33m grant fraud"
https://www.wearetech.africa/fr/fils/actualites/tech/le-senegal-supprime-le-timbre-fiscal-physique-au-profit-dune-version-numerique,2026-07-20,2026-07-20,"Le Sénégal supprime le timbre fiscal physique au profit d'une version numérique"
https://techafricanews.com/2026/07/20/smart-zambia-trains-146-district-officers-in-southern-province-to-strengthen-digital-skills/,2026-07-20,2026-07-20,"SMART Zambia Trains 146 District Officers in Southern Province to Strengthen Digital Skills"
https://techafricanews.com/2026/07/20/somali-national-university-launches-ai-centre-to-advance-research-and-digital-innovation/,2026-07-20,2026-07-20,"Somali National University Launches AI Centre to Advance Research and Digital Innovation"
https://techcabal.com/2026/07/20/south-africa-wants-every-sim-card-to-become-a-trusted-digital-id/,2026-07-20,2026-07-20,"South Africa wants every SIM card to become a trusted digital ID"
https://techcabal.com/2026/07/20/south-sudan-slaps-visa-kenya-rwanda-uganda/,2026-07-20,2026-07-20,"South Sudan's $50 e-visa fee threatens East African labour mobility"
https://techafricanews.com/2026/07/20/south-sudan-launches-national-spectrum-management-and-5g-strategy-development/,2026-07-20,2026-07-20,"South Sudan Launches National Spectrum Management and 5G Strategy Development"
https://www.itweb.co.za/article/top-ict-tenders-iec-targets-tech-upgrades-renewals/Pero3MZ31YYqQb6m,2026-07-20,2026-07-20,"Top ICT tenders: IEC targets tech upgrades, renewals"
https://techafricanews.com/2026/07/20/vercel-acquires-talent-behind-egypts-stakpak-to-build-agentic-infrastructure/,2026-07-20,2026-07-20,"Vercel Acquires Talent Behind Egypt's Stakpak to Build Agentic Infrastructure"
https://www.biometricupdate.com/202607/vove-id-launches-compliance-program-for-african-startups,2026-07-20,2026-07-20,"Vove ID launches compliance program for African startups"
https://techcabal.com/2026/07/20/vove-id-launches-compliance-readiness-program-for-african-startups/,2026-07-20,2026-07-20,"Morocco's VOVE ID launches compliance readiness program for African startups"
https://www.wearetech.africa/fr/fils/breves/breves-simple/launch-africa-ventures-finance-15-nouvelles-entreprises-africaines-en-2026,2026-07-20,2026-07-21,Launch Africa Ventures finance 15 nouvelles entreprises africaines en 2026
https://www.wearetech.africa/fr/fils/tech-stars/rukayat-kolawole-bello-connecte-les-exclus-de-la-banque-au-credit,2026-07-20,2026-07-21,Rukayat Kolawole Bello connecte les exclus de la banque au crédit
https://techafricanews.com/2026/07/20/valu-expands-travel-fintech-offering-through-strategic-partnership-with-wego/,2026-07-20,2026-07-21,Valu Expands Travel Fintech Offering Through Strategic Partnership with Wego
https://www.wearetech.africa/fr/fils/breves/breves-simple/busha-sassocie-a-tether-pour-faciliter-les-paiements-internationaux,2026-07-21,2026-07-21,Busha s'associe à Tether pour faciliter les paiements internationaux
https://www.itweb.co.za/article/cassava-technologies-strengthens-africas-cloud-resilience-with-microsoft-azure-expressroute-metro-designation-in-johannesburg/JBwEr7n3zwKM6Db2,2026-07-21,2026-07-21,Cassava Technologies strengthens Africa’s cloud resilience with Microsoft Azure ExpressRoute Metro designation in Johannesburg
https://www.wearetech.africa/fr/fils/tech-stars/chepkemoi-chepkwony-concoit-des-solutions-pour-securiser-lia-en-afrique,2026-07-21,2026-07-21,Chepkemoi Chepkwony conçoit des solutions pour sécuriser l'IA en Afrique
https://www.itweb.co.za/article/coj-squabbles-with-action-sa-over-call-centre-outage/j5alr7QAwzk7pYQk,2026-07-21,2026-07-21,COJ squabbles with Action SA over call centre outage
https://itweb.africa/article/egypt-eswatini-deepen-banking-cooperation/KWEBb7yL4wbvmRjO,2026-07-21,2026-07-21,"Egypt, Eswatini deepen banking cooperation"
https://www.itweb.co.za/article/home-affairs-expands-digital-visa-scheme-for-employers/KzQenMjyX9X7Zd2r,2026-07-21,2026-07-21,Home Affairs expands digital visa scheme for employers
https://itweb.africa/article/infraco-expands-ai-powered-towers/RgeVDvPRmeoMKJN3,2026-07-21,2026-07-21,InfraCo expands AI-powered towers
https://www.wearetech.africa/fr/fils/breves/breves-simple/maroc-vove-id-lance-un-programme-pour-aider-les-entreprises-a-renforcer-leur-conformite,2026-07-21,2026-07-21,Maroc : VOVE ID lance un programme pour aider les entreprises à renforcer leur conformité
https://itweb.africa/article/safaricom-financial-services-chief-resigns/JN1gP7OAEoOqjL6m,2026-07-21,2026-07-21,Safaricom financial services chief resigns
https://techafricanews.com/2026/07/21/safaricom-expands-youth-skills-drive-reaches-over-one-million-young-kenyans/,2026-07-21,2026-07-21,"Safaricom Expands Youth Skills Drive, Reaches Over One Million Young Kenyans"
https://techafricanews.com/2026/07/21/somalia-launches-national-cybersecurity-risk-management-framework/,2026-07-21,2026-07-21,Somalia Launches National Cybersecurity Risk Management Framework
https://itweb.africa/article/stablecoins-test-africas-monetary-future/KBpdg7pmGKnMLEew,2026-07-21,2026-07-21,Stablecoins test Africa's monetary future
https://subtelforum.com/mauritius-joins-america-india-connect-cable/,2026-07-16,2026-07-21,Mauritius Joins America-India Connect Cable
https://www.connectingafrica.com/connectivity/starlink-live-in-c-te-d-ivoire-and-seychelles,2026-07-20,2026-07-21,Starlink live in Côte d'Ivoire and Seychelles
https://www.connectingafrica.com/regulation/airtel-tnm-ordered-to-refund-malawi-customers,2026-07-21,2026-07-21,"Airtel, TNM ordered to refund Malawi customers"
https://techafricanews.com/2026/07/21/econet-infraco-expands-ai-across-telecom-infrastructure-following-vfex-listing/,2026-07-21,2026-07-21,Econet InfraCo Expands AI Across Telecom Infrastructure Following VFEX Listing
https://techafricanews.com/2026/07/21/egypt-and-eswatini-central-banks-deepen-cooperation-on-digital-payments-and-banking/,2026-07-21,2026-07-21,Egypt and Eswatini Central Banks Deepen Cooperation on Digital Payments and Banking
https://techafricanews.com/2026/07/21/egypt-targets-450-digital-government-services-by-2030/,2026-07-21,2026-07-21,Egypt Targets 450 Digital Government Services by 2030
https://techafricanews.com/2026/07/21/fawry-partners-with-crystal-mind-to-integrate-pos-and-digital-payments/,2026-07-21,2026-07-21,Fawry Partners with Crystal Mind to Integrate POS and Digital Payments
https://www.wearetech.africa/fr/fils/actualites/tech/la-guinee-et-le-rwanda-explorent-de-nouveaux-projets-dans-l-e-sante-et-l-ia,2026-07-21,2026-07-21,La Guinée et le Rwanda explorent de nouveaux projets dans l'e-santé et l'IA
https://itweb.africa/article/helios-towers-commits-150m-to-senegal-expansion/rW1xLv5n1aO7Rk6m,2026-07-21,2026-07-21,Helios Towers commits $150m to Senegal expansion
https://techafricanews.com/2026/07/21/kenya-investigates-cybersecurity-incident-affecting-presidential-website/,2026-07-21,2026-07-21,Kenya Investigates Cybersecurity Incident Affecting Presidential Website
https://itweb.africa/article/kenya-introduces-telecom-equipment-licence/6GxRKMYQZbWMb3Wj,2026-07-21,2026-07-21,Kenya introduces telecom equipment licence
https://techcabal.com/2026/07/21/nigerias-airtime-lending-battle-ends-with-a-split-decision/,2026-07-21,2026-07-21,Nigerian court upholds digital lending rules but rejects parallel telecom licencing
https://techafricanews.com/2026/07/21/nigeria-rallies-africa-to-strengthen-influence-in-global-telecommunications/,2026-07-21,2026-07-21,Nigeria Rallies Africa to Strengthen Influence in Global Telecommunications
https://techcabal.com/2026/07/21/rank-launches-community-finance-products/,2026-07-21,2026-07-21,Rank launches community finance products to expand access to capital
https://www.itweb.co.za/article/sita-plugs-gaps-in-govts-disaster-response/DZQ587V83EQqzXy2,2026-07-21,2026-07-21,SITA plugs ‘gaps’ in govt’s disaster response
https://techcabal.com/2026/07/21/state-of-tech-in-africa-h1-2026-recap-is-consolidation-the-new-growth-story/,2026-07-21,2026-07-21,State of Tech in Africa H1 2026 recap: Is consolidation the new growth story?
https://www.wearetech.africa/fr/fils/actualites/tech/togo-le-luxembourg-renforce-son-appui-a-la-transformation-numerique-et-a-la-cybersecurite,2026-07-21,2026-07-21,Togo : le Luxembourg renforce son appui à la transformation numérique et à la cybersécurité
https://www.wearetech.africa/fr/fils/actualites/tech/au-burkina-faso-les-deputes-se-forment-a-l-ia-pour-mieux-legiferer-sur-le-numerique,2026-07-21,2026-07-22,"Au Burkina Faso, les députés se forment à l'IA pour mieux légiférer sur le numérique"
https://techafricanews.com/2026/07/21/ezi-remit-and-mastercard-partner-to-expand-cross-border-payments-across-africa/,2026-07-21,2026-07-22,eZi Remit and Mastercard Partner to Expand Cross-Border Payments Across Africa
https://www.biometricupdate.com/202607/nigerias-id-authority-takes-on-new-duties-to-secure-growing-digital-ecosystem,2026-07-21,2026-07-22,Nigeria's ID authority takes on new duties to secure growing digital ecosystem
https://www.biometricupdate.com/202607/south-africa-overhauls-sim-registration-to-combat-identity-fraud,2026-07-21,2026-07-22,South Africa overhauls SIM registration to combat identity fraud
https://techcabal.com/2026/07/21/stablecoins-could-help-afcfta/,2026-07-21,2026-07-22,South Africa wants more African trade. Stablecoins could help make it happen.
https://www.wearetech.africa/fr/fils/breves/breves-simple/afrique-du-sud-la-start-up-zazu-leve-des-fonds-pour-la-gestion-financiere,2026-07-22,2026-07-22,Afrique du Sud : la start-up Zazu lève des fonds pour la gestion financière
https://www.wearetech.africa/fr/fils/breves/breves-simple/transferts-dargent-lemfi-sassocie-a-bvnk-pour-accelerer-les-envois-de-fonds,2026-07-22,2026-07-22,Transferts d'argent : LemFi s'associe à BVNK pour accélérer les envois de fonds
https://www.wearetech.africa/fr/fils/breves/breves-simple/nigeria-credicorp-lance-un-credit-pour-acheter-des-ordinateurs-locaux,2026-07-22,2026-07-22,Nigeria : CREDICORP lance un crédit pour acheter des ordinateurs locaux
https://www.wearetech.africa/fr/fils/breves/breves-simple/nigeria-rank-lance-trois-produits-numeriques-inspires-des-tontines-traditionnelles,2026-07-22,2026-07-22,Nigeria : Rank lance trois produits numériques inspirés des tontines traditionnelles
