file,url,status,chars_body
2025-02-26-palmpay-cashafrica-contactless.md,https://techcabal.com/2025/02/26/contactless-payment-palmpay-cashafrica,filled,3998
2025-02-26-submarine-cable-resilience-summit.md,https://itweb.africa/article/nigeria-hosts-inaugural-summit-focused-on-submarine-cable-resilience/rxP3jMBEwaX7A2ye,filled,2403
2025-02-27-local-cyber-insurance-products.md,https://itweb.africa/article/nigerias-spark-to-ignite-local-cyber-insurance-products/rxP3jMBEwAw7A2ye,filled,1584
2025-02-28-7000-towers-rural-connectivity.md,https://techafricanews.com/2025/02/28/nigeria-to-build-7000-telecom-towers-to-boost-rural-connectivity,filled,606
2025-02-28-airtel-training-support-pledge.md,https://itweb.africa/article/airtel-africa-pledges-training-support-for-nigerias-digital-transformation/wbrpOMg2oEE7DLZn,filled,1935
2025-02-28-global-leaders-submarine-cable-resilience.md,https://techafricanews.com/2025/02/28/global-leaders-unite-in-nigeria-to-strengthen-submarine-cable-resilience,filled,4410
2025-02-27-fg-7000-rural-towers.md,https://www.vanguardngr.com/2025/02/fg-to-build-7000-new-communication-towers-in-rural-areas-minister,filled,6232
2025-02-06-ai-procurement-platform-states.md,https://www.vanguardngr.com/2025/02/ai-integrated-platform-to-simplify-public-procurement-data-in-plateau-edo-ekiti,fetch-failed(timeout/403 across 4 mop-up attempts),0
2025-02-12-tinubu-lauds-google-ceo.md,https://www.vanguardngr.com/2025/02/tinubu-lauds-google-ceo-for-advancing-digital-transformation-in-nigeria,fetch-failed(timeout/403 across 4 mop-up attempts),0
2025-02-12-tinubu-pichai-ai-partnership.md,https://www.vanguardngr.com/2025/02/tinubu-meets-google-ceo-pichai-in-france-over-ai-partnership,fetch-failed(timeout across 4 mop-up attempts),0
